50 0
250 0
274.256 1.70876e-101
281.086 1.5921e-101
287.391 1.49152e-101
296.848 2.96435e-100
302.627 5.88789e-99
305.779 8.33528e-88
308.932 7.2981e-77
313.135 5.08862e-70
318.389 2.87336e-61
323.117 4.76892e-55
326.795 8.77506e-49
330.998 1.29718e-45
336.252 5.17023e-45
345.184 1.99058e-44
353.59 1.91505e-44
358.844 7.46518e-49
364.623 2.04904e-54
367.776 6.4118e-64
371.979 4.66391e-76
375.657 3.89233e-94
380.911 8.58974e-123
382.487 3.68604e-162
386.165 3.11997e-211
388.266 1.34744e-301
391.419 0
398.774 0
402.452 0
408.231 0
412.434 0
416.112 0
420 0
