499.9975281	17586461.43
499.0131531	17586461.43
497.9906311	17393289.68
497.0058289	17481999.62
495.9829102	17425279.16
494.9976807	17358255.08
494.0122681	17358255.08
492.9887085	17269971.27
492.0028687	17322559.93
491.0168457	17322559.93
489.9926453	17180369.5
489.0061951	17093714.27
487.9815979	16988985.38
486.994751	16981194.4
486.0077209	16927574.64
484.9825134	17054467.63
483.9950867	16947020.97
483.0074158	16905677.66
481.9815369	16973940.24
480.9935608	16952763
480.0053406	16895441.28
479.0167847	16895441.28
477.9901733	16918103.9
477.0013428	16852510.27
476.0123291	16940773.23
474.9850769	16890610.79
473.995636	16852065.27
473.0060425	16725281.9
472.0162354	16932656.66
470.9881287	16798198
469.9979553	16721726.58
469.0075684	16736496.73
468.0169067	16648062.29
466.9880676	16559018.33
465.9971313	16572491.59
465.0059204	16572491.59
464.0145874	16551271.2
462.9849243	16385505.55
461.9931641	16284472.23
461.0012512	16340462.35
460.0091858	16112604.46
459.0168152	16059594.32
457.9862061	16045725.57
456.9935608	15896634.72
456.0006714	15880135.93
455.0076294	15834167.86
454.0144043	15732799.97
452.9827271	15568621.38
451.9891052	15568621.38
450.9953613	15584967.11
450.0013733	15526955.68
449.0071716	15369788.76
448.0128784	15377248.62
447.0183411	15397734.03
445.9853516	15212750.37
444.990448	15212750.37
443.9953918	15128387.16
443.0001221	15017780.6
442.0047302	14917677.97
441.0090332	14799931.51
440.0133057	14793997.93
439.017334	14638055.7
437.9828491	14376148.04
436.9865112	14259290.43
435.9900208	14124086.68
434.9933167	14124086.68
433.9964294	13928700.4
432.9994202	13768198.62
432.0021362	13562171.48
431.0047607	13355497.73
430.0071411	13101741.88
429.0094604	12867883.29
428.0115051	12741327.92
427.0133972	12488932.36
426.0151062	12305297.22
425.0166626	12056178.72
424.0180664	11737916.64
422.980896	11227394.24
421.9819031	10993728.57
420.9827881	10720829.55
419.983429	10462801.31
418.9839783	10087776.72
417.984314	9811882.914
416.9845276	9467405.728
415.9844971	9101454.824
414.9843445	8734763.666
413.9840393	8342696.307
412.9834595	7924940.813
411.9828491	7528514.273
410.9819946	7063414.837
409.9810181	6605702.326
409.0183411	6605702.326
408.0169983	6144728.027
407.0155029	5641171.719
406.0138245	5125226.892
405.0119934	4642980.384
404.0100098	4151008.646
403.0078735	3659268.724
402.0055542	3203766.91
401.0030518	2392173.775
400.0004272	2048317.266
