5039.5 0
5040.5 0
5041.5 0
5042.5 0
5043.5 0
5044.5 0
5045.5 0
5046.5 0
5047.5 0
5048.5 0
5049.5 0
5050.5 0
5051.5 0
5052.5 0
5053.5 0
5054.5 0
5055.5 0
5056.5 0
5057.5 0
5058.5 0
5059.5 0
5060.5 0
5061.5 0
5062.5 0
5063.5 0
5064.5 0
5065.5 0
5066.5 0
5067.5 0
5068.5 0
5069.5 0
5070.5 0
5071.5 0
5072.5 0
5073.5 0
5074.5 0
5075.5 0
5076.5 0
5077.5 0
5078.5 0
5079.5 0
5080.5 0
5081.5 0
5082.5 0
5083.5 0
5084.5 0
5085.5 0
5086.5 0
5087.5 0
5088.5 0
5089.5 0
5090.5 0
5091.5 0
5092.5 0
5093.5 0
5094.5 0
5095.5 0
5096.5 0
5097.5 0
5098.5 0
5099.5 0
5100.5 0
5101.5 0
5102.5 0
5103.5 0
5104.5 0
5105.5 0
5106.5 0
5107.5 0
5108.5 0
5109.5 0
5110.5 1
5111.5 0
5112.5 0
5113.5 0
5114.5 0
5115.5 0
5116.5 0
5117.5 0
5118.5 0
5119.5 0
5120.5 0
5121.5 0
5122.5 0
5123.5 0
5124.5 0
5125.5 0
5126.5 0
5127.5 0
5128.5 0
5129.5 0
5130.5 0
5131.5 0
5132.5 0
5133.5 0
5134.5 0
5135.5 1
5136.5 0
5137.5 0
5138.5 0
5139.5 0
5140.5 0
5141.5 0
5142.5 0
5143.5 0
5144.5 1
5145.5 0
5146.5 0
5147.5 0
5148.5 0
5149.5 0
5150.5 0
5151.5 0
5152.5 0
5153.5 0
5154.5 0
5155.5 0
5156.5 0
5157.5 0
5158.5 0
5159.5 0
5160.5 1
5161.5 0
5162.5 0
5163.5 0
5164.5 0
5165.5 0
5166.5 0
5167.5 0
5168.5 0
5169.5 0
5170.5 0
5171.5 0
5172.5 0
5173.5 0
5174.5 0
5175.5 0
5176.5 0
5177.5 0
5178.5 0
5179.5 0
5180.5 0
5181.5 0
5182.5 0
5183.5 0
5184.5 0
5185.5 1
5186.5 0
5187.5 0
5188.5 0
5189.5 1
5190.5 0
5191.5 0
5192.5 0
5193.5 0
5194.5 1
5195.5 1
5196.5 0
5197.5 0
5198.5 0
5199.5 0
5200.5 1
5201.5 1
5202.5 1
5203.5 1
5204.5 0
5205.5 0
5206.5 0
5207.5 1
5208.5 0
5209.5 1
5210.5 1
5211.5 1
5212.5 0
5213.5 0
5214.5 0
5215.5 0
5216.5 1
5217.5 0
5218.5 0
5219.5 1
5220.5 0
5221.5 0
5222.5 0
5223.5 0
5224.5 1
5225.5 1
5226.5 0
5227.5 0
5228.5 0
5229.5 1
5230.5 0
5231.5 1
5232.5 1
5233.5 1
5234.5 1
5235.5 1
5236.5 1
5237.5 1
5238.5 1
5239.5 0
5240.5 0
5241.5 0
5242.5 2
5243.5 0
5244.5 1
5245.5 0
5246.5 0
5247.5 0
5248.5 0
5249.5 0
5250.5 0
5251.5 1
5252.5 0
5253.5 3
5254.5 1
5255.5 1
5256.5 0
5257.5 0
5258.5 3
5259.5 0
5260.5 1
5261.5 1
5262.5 2
5263.5 3
5264.5 0
5265.5 1
5266.5 4
5267.5 1
5268.5 2
5269.5 2
5270.5 0
5271.5 2
5272.5 4
5273.5 1
5274.5 1
5275.5 1
5276.5 2
5277.5 4
5278.5 1
5279.5 5
5280.5 3
5281.5 2
5282.5 5
5283.5 0
5284.5 2
5285.5 0
5286.5 3
5287.5 1
5288.5 5
5289.5 7
5290.5 2
5291.5 5
5292.5 3
5293.5 5
5294.5 3
5295.5 4
5296.5 3
5297.5 4
5298.5 2
5299.5 3
5300.5 5
5301.5 4
5302.5 5
5303.5 4
5304.5 7
5305.5 5
5306.5 9
5307.5 8
5308.5 1
5309.5 5
5310.5 4
5311.5 1
5312.5 6
5313.5 4
5314.5 7
5315.5 4
5316.5 4
5317.5 7
5318.5 6
5319.5 3
5320.5 8
5321.5 7
5322.5 11
5323.5 8
5324.5 9
5325.5 4
5326.5 4
5327.5 3
5328.5 7
5329.5 6
5330.5 13
5331.5 7
5332.5 4
5333.5 8
5334.5 7
5335.5 17
5336.5 8
5337.5 11
5338.5 10
5339.5 14
5340.5 15
5341.5 3
5342.5 12
5343.5 14
5344.5 13
5345.5 11
5346.5 10
5347.5 10
5348.5 17
5349.5 8
5350.5 12
5351.5 12
5352.5 10
5353.5 14
5354.5 16
5355.5 9
5356.5 19
5357.5 16
5358.5 16
5359.5 21
5360.5 11
5361.5 13
5362.5 13
5363.5 16
5364.5 14
5365.5 18
5366.5 19
5367.5 15
5368.5 12
5369.5 19
5370.5 26
5371.5 12
5372.5 21
5373.5 20
5374.5 15
5375.5 12
5376.5 20
5377.5 21
5378.5 14
5379.5 27
5380.5 19
5381.5 15
5382.5 29
5383.5 27
5384.5 30
5385.5 20
5386.5 29
5387.5 32
5388.5 21
5389.5 22
5390.5 30
5391.5 27
5392.5 21
5393.5 28
5394.5 33
5395.5 23
5396.5 35
5397.5 33
5398.5 38
5399.5 37
5400.5 33
5401.5 41
5402.5 33
5403.5 43
5404.5 38
5405.5 34
5406.5 40
5407.5 33
5408.5 51
5409.5 33
5410.5 50
5411.5 42
5412.5 38
5413.5 43
5414.5 43
5415.5 40
5416.5 45
5417.5 48
5418.5 48
5419.5 59
5420.5 38
5421.5 43
5422.5 53
5423.5 46
5424.5 46
5425.5 57
5426.5 50
5427.5 54
5428.5 47
5429.5 49
5430.5 70
5431.5 62
5432.5 64
5433.5 61
5434.5 77
5435.5 56
5436.5 57
5437.5 69
5438.5 56
5439.5 78
5440.5 60
5441.5 64
5442.5 101
5443.5 86
5444.5 91
5445.5 73
5446.5 55
5447.5 90
5448.5 74
5449.5 82
5450.5 80
5451.5 87
5452.5 78
5453.5 89
5454.5 87
5455.5 89
5456.5 88
5457.5 104
5458.5 101
5459.5 91
5460.5 101
5461.5 109
5462.5 95
5463.5 107
5464.5 94
5465.5 105
5466.5 118
5467.5 104
5468.5 107
5469.5 121
5470.5 124
5471.5 130
5472.5 131
5473.5 132
5474.5 116
